tick_num,received_at,instrument,ts,ts_ist,ltp,bid,ask,volume,oi,iv_pct,theta,strike,expiry
16,2026-03-13 15:32:31.637,NSE_INDEX|Nifty 50,1773373517480,2026-03-13 09:15:17,23451.7,23428.25,23475.15,16,0.0,0.0,0.0,,None
17,2026-03-13 15:32:31.638,NSE_INDEX|Nifty 50,1773373518474,2026-03-13 09:15:18,23457.35,23433.89,23480.81,17,0.0,0.0,0.0,,None
18,2026-03-13 15:32:31.638,NSE_INDEX|Nifty 50,1773373518964,2026-03-13 09:15:18,23457.8,23434.34,23481.26,18,0.0,0.0,0.0,,None
19,2026-03-13 15:32:31.638,NSE_INDEX|Nifty 50,1773373520031,2026-03-13 09:15:20,23459.1,23435.64,23482.56,19,0.0,0.0,0.0,,None
20,2026-03-13 15:32:31.639,NSE_INDEX|Nifty 50,1773373520453,2026-03-13 09:15:20,23451.3,23427.85,23474.75,20,0.0,0.0,0.0,,None
21,2026-03-13 15:32:31.639,NSE_INDEX|Nifty 50,1773373521010,2026-03-13 09:15:21,23449.85,23426.4,23473.3,21,0.0,0.0,0.0,,None
22,2026-03-13 15:32:31.639,NSE_INDEX|Nifty 50,1773373521443,2026-03-13 09:15:21,23444.2,23420.76,23467.64,22,0.0,0.0,0.0,,None
23,2026-03-13 15:32:31.639,NSE_INDEX|Nifty 50,1773373522038,2026-03-13 09:15:22,23449.05,23425.6,23472.5,23,0.0,0.0,0.0,,None
24,2026-03-13 15:32:31.640,NSE_INDEX|Nifty 50,1773373524514,2026-03-13 09:15:24,23455.2,23431.74,23478.66,24,0.0,0.0,0.0,,None
25,2026-03-13 15:32:31.640,NSE_INDEX|Nifty 50,1773373525954,2026-03-13 09:15:25,23458.1,23434.64,23481.56,25,0.0,0.0,0.0,,None
26,2026-03-13 15:32:31.640,NSE_INDEX|Nifty 50,1773373526517,2026-03-13 09:15:26,23458.8,23435.34,23482.26,26,0.0,0.0,0.0,,None
27,2026-03-13 15:32:31.641,NSE_INDEX|Nifty 50,1773373527500,2026-03-13 09:15:27,23459.6,23436.14,23483.06,27,0.0,0.0,0.0,,None
28,2026-03-13 15:32:31.641,NSE_INDEX|Nifty 50,1773373528555,2026-03-13 09:15:28,23460.55,23437.09,23484.01,28,0.0,0.0,0.0,,None
29,2026-03-13 15:32:31.641,NSE_INDEX|Nifty 50,1773373528943,2026-03-13 09:15:28,23460.3,23436.84,23483.76,29,0.0,0.0,0.0,,None
30,2026-03-13 15:32:31.641,NSE_INDEX|Nifty 50,1773373529530,2026-03-13 09:15:29,23459.2,23435.74,23482.66,30,0.0,0.0,0.0,,None
31,2026-03-13 15:32:31.642,NSE_INDEX|Nifty 50,1773373532443,2026-03-13 09:15:32,23459.8,23436.34,23483.26,31,0.0,0.0,0.0,,None
32,2026-03-13 15:32:31.642,NSE_INDEX|Nifty 50,1773373533003,2026-03-13 09:15:33,23459.35,23435.89,23482.81,32,0.0,0.0,0.0,,None
33,2026-03-13 15:32:31.643,NSE_INDEX|Nifty 50,1773373533443,2026-03-13 09:15:33,23460.55,23437.09,23484.01,33,0.0,0.0,0.0,,None
34,2026-03-13 15:32:31.643,NSE_INDEX|Nifty 50,1773373533963,2026-03-13 09:15:33,23459.4,23435.94,23482.86,34,0.0,0.0,0.0,,None
35,2026-03-13 15:32:31.643,NSE_INDEX|Nifty 50,1773373534435,2026-03-13 09:15:34,23460.1,23436.64,23483.56,35,0.0,0.0,0.0,,None
36,2026-03-13 15:32:31.644,NSE_INDEX|Nifty 50,1773373535446,2026-03-13 09:15:35,23459.95,23436.49,23483.41,36,0.0,0.0,0.0,,None
37,2026-03-13 15:32:31.644,NSE_INDEX|Nifty 50,1773373536068,2026-03-13 09:15:36,23459.85,23436.39,23483.31,37,0.0,0.0,0.0,,None
38,2026-03-13 15:32:31.644,NSE_INDEX|Nifty 50,1773373536965,2026-03-13 09:15:36,23460.8,23437.34,23484.26,38,0.0,0.0,0.0,,None
39,2026-03-13 15:32:31.644,NSE_INDEX|Nifty 50,1773373537458,2026-03-13 09:15:37,23460.3,23436.84,23483.76,39,0.0,0.0,0.0,,None
40,2026-03-13 15:32:31.645,NSE_INDEX|Nifty 50,1773373537944,2026-03-13 09:15:37,23457.6,23434.14,23481.06,40,0.0,0.0,0.0,,None
41,2026-03-13 15:32:31.645,NSE_INDEX|Nifty 50,1773373539009,2026-03-13 09:15:39,23457.5,23434.04,23480.96,41,0.0,0.0,0.0,,None
42,2026-03-13 15:32:31.645,NSE_INDEX|Nifty 50,1773373539944,2026-03-13 09:15:39,23459.6,23436.14,23483.06,42,0.0,0.0,0.0,,None
43,2026-03-13 15:32:31.646,NSE_INDEX|Nifty 50,1773373540551,2026-03-13 09:15:40,23458.6,23435.14,23482.06,43,0.0,0.0,0.0,,None
44,2026-03-13 15:32:31.646,NSE_INDEX|Nifty 50,1773373540944,2026-03-13 09:15:40,23459.75,23436.29,23483.21,44,0.0,0.0,0.0,,None
45,2026-03-13 15:32:31.646,NSE_INDEX|Nifty 50,1773373541941,2026-03-13 09:15:41,23461.25,23437.79,23484.71,45,0.0,0.0,0.0,,None
46,2026-03-13 15:32:31.647,NSE_INDEX|Nifty 50,1773373543470,2026-03-13 09:15:43,23458.95,23435.49,23482.41,46,0.0,0.0,0.0,,None
47,2026-03-13 15:32:31.647,NSE_INDEX|Nifty 50,1773373543998,2026-03-13 09:15:43,23458.35,23434.89,23481.81,47,0.0,0.0,0.0,,None
48,2026-03-13 15:32:31.647,NSE_INDEX|Nifty 50,1773373544450,2026-03-13 09:15:44,23456.05,23432.59,23479.51,48,0.0,0.0,0.0,,None
49,2026-03-13 15:32:31.648,NSE_INDEX|Nifty 50,1773373545067,2026-03-13 09:15:45,23459.2,23435.74,23482.66,49,0.0,0.0,0.0,,None
50,2026-03-13 15:32:31.648,NSE_INDEX|Nifty 50,1773373545448,2026-03-13 09:15:45,23461.8,23438.34,23485.26,50,0.0,0.0,0.0,,None
51,2026-03-13 15:32:31.648,NSE_INDEX|Nifty 50,1773373546445,2026-03-13 09:15:46,23460.65,23437.19,23484.11,51,0.0,0.0,0.0,,None
52,2026-03-13 15:32:31.648,NSE_INDEX|Nifty 50,1773373546997,2026-03-13 09:15:46,23462.3,23438.84,23485.76,52,0.0,0.0,0.0,,None
53,2026-03-13 15:32:31.649,NSE_INDEX|Nifty 50,1773373547444,2026-03-13 09:15:47,23461.55,23438.09,23485.01,53,0.0,0.0,0.0,,None
54,2026-03-13 15:32:31.649,NSE_INDEX|Nifty 50,1773373548048,2026-03-13 09:15:48,23460.8,23437.34,23484.26,54,0.0,0.0,0.0,,None
55,2026-03-13 15:32:31.650,NSE_INDEX|Nifty 50,1773373548467,2026-03-13 09:15:48,23466.55,23443.08,23490.02,55,0.0,0.0,0.0,,None
56,2026-03-13 15:32:31.650,NSE_INDEX|Nifty 50,1773373548959,2026-03-13 09:15:48,23464.8,23441.34,23488.26,56,0.0,0.0,0.0,,None
57,2026-03-13 15:32:31.650,NSE_INDEX|Nifty 50,1773373549499,2026-03-13 09:15:49,23465.3,23441.83,23488.77,57,0.0,0.0,0.0,,None
58,2026-03-13 15:32:31.651,NSE_INDEX|Nifty 50,1773373550000,2026-03-13 09:15:50,23465.9,23442.43,23489.37,58,0.0,0.0,0.0,,None
59,2026-03-13 15:32:31.651,NSE_INDEX|Nifty 50,1773373550545,2026-03-13 09:15:50,23466.0,23442.53,23489.47,59,0.0,0.0,0.0,,None
60,2026-03-13 15:32:31.651,NSE_INDEX|Nifty 50,1773373550940,2026-03-13 09:15:50,23465.25,23441.78,23488.72,60,0.0,0.0,0.0,,None
61,2026-03-13 15:32:31.652,NSE_INDEX|Nifty 50,1773373551587,2026-03-13 09:15:51,23467.2,23443.73,23490.67,61,0.0,0.0,0.0,,None
62,2026-03-13 15:32:31.652,NSE_INDEX|Nifty 50,1773373551942,2026-03-13 09:15:51,23465.75,23442.28,23489.22,62,0.0,0.0,0.0,,None
63,2026-03-13 15:32:31.652,NSE_INDEX|Nifty 50,1773373552545,2026-03-13 09:15:52,23464.25,23440.79,23487.71,63,0.0,0.0,0.0,,None
64,2026-03-13 15:32:31.653,NSE_INDEX|Nifty 50,1773373552951,2026-03-13 09:15:52,23465.8,23442.33,23489.27,64,0.0,0.0,0.0,,None
65,2026-03-13 15:32:31.653,NSE_INDEX|Nifty 50,1773373553567,2026-03-13 09:15:53,23465.45,23441.98,23488.92,65,0.0,0.0,0.0,,None
66,2026-03-13 15:32:31.654,NSE_INDEX|Nifty 50,1773373553946,2026-03-13 09:15:53,23466.8,23443.33,23490.27,66,0.0,0.0,0.0,,None
67,2026-03-13 15:32:31.654,NSE_INDEX|Nifty 50,1773373555019,2026-03-13 09:15:55,23465.4,23441.93,23488.87,67,0.0,0.0,0.0,,None
68,2026-03-13 15:32:31.654,NSE_INDEX|Nifty 50,1773373555579,2026-03-13 09:15:55,23470.2,23446.73,23493.67,68,0.0,0.0,0.0,,None
69,2026-03-13 15:32:31.655,NSE_INDEX|Nifty 50,1773373555983,2026-03-13 09:15:55,23471.3,23447.83,23494.77,69,0.0,0.0,0.0,,None
70,2026-03-13 15:32:31.655,NSE_INDEX|Nifty 50,1773373556445,2026-03-13 09:15:56,23472.1,23448.63,23495.57,70,0.0,0.0,0.0,,None
71,2026-03-13 15:32:31.657,NSE_INDEX|Nifty 50,1773373556972,2026-03-13 09:15:56,23472.55,23449.08,23496.02,71,0.0,0.0,0.0,,None
72,2026-03-13 15:32:31.658,NSE_INDEX|Nifty 50,1773373557443,2026-03-13 09:15:57,23473.5,23450.03,23496.97,72,0.0,0.0,0.0,,None
73,2026-03-13 15:32:31.658,NSE_INDEX|Nifty 50,1773373558097,2026-03-13 09:15:58,23470.25,23446.78,23493.72,73,0.0,0.0,0.0,,None
74,2026-03-13 15:32:31.659,NSE_INDEX|Nifty 50,1773373558441,2026-03-13 09:15:58,23471.7,23448.23,23495.17,74,0.0,0.0,0.0,,None
75,2026-03-13 15:32:31.659,NSE_INDEX|Nifty 50,1773373558999,2026-03-13 09:15:58,23467.05,23443.58,23490.52,75,0.0,0.0,0.0,,None
76,2026-03-13 15:32:31.659,NSE_INDEX|Nifty 50,1773373559439,2026-03-13 09:15:59,23466.9,23443.43,23490.37,76,0.0,0.0,0.0,,None
77,2026-03-13 15:32:31.660,NSE_INDEX|Nifty 50,1773373560041,2026-03-13 09:16:00,23465.85,23442.38,23489.32,77,0.0,0.0,0.0,,None
78,2026-03-13 15:32:31.660,NSE_INDEX|Nifty 50,1773373560449,2026-03-13 09:16:00,23467.1,23443.63,23490.57,78,0.0,0.0,0.0,,None
79,2026-03-13 15:32:31.660,NSE_INDEX|Nifty 50,1773373561006,2026-03-13 09:16:01,23465.8,23442.33,23489.27,79,0.0,0.0,0.0,,None
80,2026-03-13 15:32:31.661,NSE_INDEX|Nifty 50,1773373561531,2026-03-13 09:16:01,23466.3,23442.83,23489.77,80,0.0,0.0,0.0,,None
81,2026-03-13 15:32:31.661,NSE_INDEX|Nifty 50,1773373561951,2026-03-13 09:16:01,23470.8,23447.33,23494.27,81,0.0,0.0,0.0,,None
82,2026-03-13 15:32:31.661,NSE_INDEX|Nifty 50,1773373562481,2026-03-13 09:16:02,23467.05,23443.58,23490.52,82,0.0,0.0,0.0,,None
83,2026-03-13 15:32:31.662,NSE_INDEX|Nifty 50,1773373563530,2026-03-13 09:16:03,23467.5,23444.03,23490.97,83,0.0,0.0,0.0,,None
84,2026-03-13 15:32:31.662,NSE_INDEX|Nifty 50,1773373563944,2026-03-13 09:16:03,23466.8,23443.33,23490.27,84,0.0,0.0,0.0,,None
85,2026-03-13 15:32:31.662,NSE_INDEX|Nifty 50,1773373564505,2026-03-13 09:16:04,23475.85,23452.37,23499.33,85,0.0,0.0,0.0,,None
86,2026-03-13 15:32:31.663,NSE_INDEX|Nifty 50,1773373564944,2026-03-13 09:16:04,23471.5,23448.03,23494.97,86,0.0,0.0,0.0,,None
87,2026-03-13 15:32:31.663,NSE_INDEX|Nifty 50,1773373565508,2026-03-13 09:16:05,23470.0,23446.53,23493.47,87,0.0,0.0,0.0,,None
88,2026-03-13 15:32:31.664,NSE_INDEX|Nifty 50,1773373565940,2026-03-13 09:16:05,23471.45,23447.98,23494.92,88,0.0,0.0,0.0,,None
89,2026-03-13 15:32:31.664,NSE_INDEX|Nifty 50,1773373565987,2026-03-13 09:16:05,23471.45,23447.98,23494.92,89,0.0,0.0,0.0,,None
90,2026-03-13 15:32:31.664,NSE_INDEX|Nifty 50,1773373565997,2026-03-13 09:16:05,23471.45,23447.98,23494.92,90,0.0,0.0,0.0,,None
91,2026-03-13 15:32:31.665,NSE_INDEX|Nifty 50,1773373566008,2026-03-13 09:16:06,23471.45,23447.98,23494.92,91,0.0,0.0,0.0,,None
92,2026-03-13 15:32:31.665,NSE_INDEX|Nifty 50,1773373566018,2026-03-13 09:16:06,23471.45,23447.98,23494.92,92,0.0,0.0,0.0,,None
93,2026-03-13 15:32:31.665,NSE_INDEX|Nifty 50,1773373566019,2026-03-13 09:16:06,23471.45,23447.98,23494.92,93,0.0,0.0,0.0,,None
94,2026-03-13 15:32:31.666,NSE_INDEX|Nifty 50,1773373566024,2026-03-13 09:16:06,23471.45,23447.98,23494.92,94,0.0,0.0,0.0,,None
95,2026-03-13 15:32:31.666,NSE_INDEX|Nifty 50,1773373566030,2026-03-13 09:16:06,23471.45,23447.98,23494.92,95,0.0,0.0,0.0,,None
96,2026-03-13 15:32:31.666,NSE_INDEX|Nifty 50,1773373566040,2026-03-13 09:16:06,23471.45,23447.98,23494.92,96,0.0,0.0,0.0,,None
97,2026-03-13 15:32:31.667,NSE_INDEX|Nifty 50,1773373566051,2026-03-13 09:16:06,23471.45,23447.98,23494.92,97,0.0,0.0,0.0,,None
98,2026-03-13 15:32:31.667,NSE_INDEX|Nifty 50,1773373566643,2026-03-13 09:16:06,23474.75,23451.28,23498.22,98,0.0,0.0,0.0,,None
99,2026-03-13 15:32:31.667,NSE_INDEX|Nifty 50,1773373566644,2026-03-13 09:16:06,23474.75,23451.28,23498.22,99,0.0,0.0,0.0,,None
100,2026-03-13 15:32:31.668,NSE_INDEX|Nifty 50,1773373566649,2026-03-13 09:16:06,23474.75,23451.28,23498.22,100,0.0,0.0,0.0,,None
101,2026-03-13 15:32:31.668,NSE_INDEX|Nifty 50,1773373566670,2026-03-13 09:16:06,23474.75,23451.28,23498.22,101,0.0,0.0,0.0,,None
102,2026-03-13 15:32:31.668,NSE_INDEX|Nifty 50,1773373566675,2026-03-13 09:16:06,23474.75,23451.28,23498.22,102,0.0,0.0,0.0,,None
103,2026-03-13 15:32:31.669,NSE_INDEX|Nifty 50,1773373566696,2026-03-13 09:16:06,23474.75,23451.28,23498.22,103,0.0,0.0,0.0,,None
104,2026-03-13 15:32:31.669,NSE_INDEX|Nifty 50,1773373566701,2026-03-13 09:16:06,23474.75,23451.28,23498.22,104,0.0,0.0,0.0,,None
105,2026-03-13 15:32:31.670,NSE_INDEX|Nifty 50,1773373566980,2026-03-13 09:16:06,23473.2,23449.73,23496.67,105,0.0,0.0,0.0,,None
106,2026-03-13 15:32:31.670,NSE_INDEX|Nifty 50,1773373567383,2026-03-13 09:16:07,23473.2,23449.73,23496.67,106,0.0,0.0,0.0,,None
107,2026-03-13 15:32:31.671,NSE_INDEX|Nifty 50,1773373567389,2026-03-13 09:16:07,23473.2,23449.73,23496.67,107,0.0,0.0,0.0,,None
108,2026-03-13 15:32:31.671,NSE_INDEX|Nifty 50,1773373567399,2026-03-13 09:16:07,23473.2,23449.73,23496.67,108,0.0,0.0,0.0,,None
109,2026-03-13 15:32:31.672,NSE_INDEX|Nifty 50,1773373567404,2026-03-13 09:16:07,23473.2,23449.73,23496.67,109,0.0,0.0,0.0,,None
110,2026-03-13 15:32:31.672,NSE_INDEX|Nifty 50,1773373567410,2026-03-13 09:16:07,23473.2,23449.73,23496.67,110,0.0,0.0,0.0,,None
111,2026-03-13 15:32:31.673,NSE_INDEX|Nifty 50,1773373567490,2026-03-13 09:16:07,23473.2,23449.73,23496.67,111,0.0,0.0,0.0,,None
112,2026-03-13 15:32:31.673,NSE_INDEX|Nifty 50,1773373567511,2026-03-13 09:16:07,23473.2,23449.73,23496.67,112,0.0,0.0,0.0,,None
113,2026-03-13 15:32:31.674,NSE_INDEX|Nifty 50,1773373567538,2026-03-13 09:16:07,23473.2,23449.73,23496.67,113,0.0,0.0,0.0,,None
114,2026-03-13 15:32:31.674,NSE_INDEX|Nifty 50,1773373567642,2026-03-13 09:16:07,23467.35,23443.88,23490.82,114,0.0,0.0,0.0,,None
115,2026-03-13 15:32:31.675,NSE_INDEX|Nifty 50,1773373567983,2026-03-13 09:16:07,23466.5,23443.03,23489.97,115,0.0,0.0,0.0,,None
116,2026-03-13 15:32:31.675,NSE_INDEX|Nifty 50,1773373568036,2026-03-13 09:16:08,23466.5,23443.03,23489.97,116,0.0,0.0,0.0,,None
117,2026-03-13 15:32:31.676,NSE_INDEX|Nifty 50,1773373568046,2026-03-13 09:16:08,23466.5,23443.03,23489.97,117,0.0,0.0,0.0,,None
118,2026-03-13 15:32:31.676,NSE_INDEX|Nifty 50,1773373568052,2026-03-13 09:16:08,23466.5,23443.03,23489.97,118,0.0,0.0,0.0,,None
119,2026-03-13 15:32:31.677,NSE_INDEX|Nifty 50,1773373568067,2026-03-13 09:16:08,23466.5,23443.03,23489.97,119,0.0,0.0,0.0,,None
120,2026-03-13 15:32:31.677,NSE_INDEX|Nifty 50,1773373568078,2026-03-13 09:16:08,23466.5,23443.03,23489.97,120,0.0,0.0,0.0,,None
121,2026-03-13 15:32:31.678,NSE_INDEX|Nifty 50,1773373568464,2026-03-13 09:16:08,23467.8,23444.33,23491.27,121,0.0,0.0,0.0,,None
122,2026-03-13 15:32:31.678,NSE_INDEX|Nifty 50,1773373568690,2026-03-13 09:16:08,23467.8,23444.33,23491.27,122,0.0,0.0,0.0,,None
123,2026-03-13 15:32:31.679,NSE_INDEX|Nifty 50,1773373568696,2026-03-13 09:16:08,23467.8,23444.33,23491.27,123,0.0,0.0,0.0,,None
124,2026-03-13 15:32:31.679,NSE_INDEX|Nifty 50,1773373568706,2026-03-13 09:16:08,23467.8,23444.33,23491.27,124,0.0,0.0,0.0,,None
125,2026-03-13 15:32:31.680,NSE_INDEX|Nifty 50,1773373568711,2026-03-13 09:16:08,23467.8,23444.33,23491.27,125,0.0,0.0,0.0,,None
126,2026-03-13 15:32:31.680,NSE_INDEX|Nifty 50,1773373568712,2026-03-13 09:16:08,23467.8,23444.33,23491.27,126,0.0,0.0,0.0,,None
127,2026-03-13 15:32:31.681,NSE_INDEX|Nifty 50,1773373568727,2026-03-13 09:16:08,23467.8,23444.33,23491.27,127,0.0,0.0,0.0,,None
128,2026-03-13 15:32:31.681,NSE_INDEX|Nifty 50,1773373568733,2026-03-13 09:16:08,23467.8,23444.33,23491.27,128,0.0,0.0,0.0,,None
129,2026-03-13 15:32:31.682,NSE_INDEX|Nifty 50,1773373568743,2026-03-13 09:16:08,23467.8,23444.33,23491.27,129,0.0,0.0,0.0,,None
130,2026-03-13 15:32:31.682,NSE_INDEX|Nifty 50,1773373568749,2026-03-13 09:16:08,23467.8,23444.33,23491.27,130,0.0,0.0,0.0,,None
131,2026-03-13 15:32:31.682,NSE_INDEX|Nifty 50,1773373568759,2026-03-13 09:16:08,23467.8,23444.33,23491.27,131,0.0,0.0,0.0,,None
132,2026-03-13 15:32:31.683,NSE_INDEX|Nifty 50,1773373569400,2026-03-13 09:16:09,23467.75,23444.28,23491.22,132,0.0,0.0,0.0,,None
133,2026-03-13 15:32:31.683,NSE_INDEX|Nifty 50,1773373569410,2026-03-13 09:16:09,23467.75,23444.28,23491.22,133,0.0,0.0,0.0,,None
134,2026-03-13 15:32:31.684,NSE_INDEX|Nifty 50,1773373569411,2026-03-13 09:16:09,23467.75,23444.28,23491.22,134,0.0,0.0,0.0,,None
135,2026-03-13 15:32:31.684,NSE_INDEX|Nifty 50,1773373569421,2026-03-13 09:16:09,23467.75,23444.28,23491.22,135,0.0,0.0,0.0,,None
136,2026-03-13 15:32:31.684,NSE_INDEX|Nifty 50,1773373569422,2026-03-13 09:16:09,23467.75,23444.28,23491.22,136,0.0,0.0,0.0,,None
137,2026-03-13 15:32:31.685,NSE_INDEX|Nifty 50,1773373569432,2026-03-13 09:16:09,23467.75,23444.28,23491.22,137,0.0,0.0,0.0,,None
138,2026-03-13 15:32:31.685,NSE_INDEX|Nifty 50,1773373569443,2026-03-13 09:16:09,23467.75,23444.28,23491.22,138,0.0,0.0,0.0,,None
139,2026-03-13 15:32:31.685,NSE_INDEX|Nifty 50,1773373569453,2026-03-13 09:16:09,23467.75,23444.28,23491.22,139,0.0,0.0,0.0,,None
140,2026-03-13 15:32:31.685,NSE_INDEX|Nifty 50,1773373569459,2026-03-13 09:16:09,23469.6,23446.13,23493.07,140,0.0,0.0,0.0,,None
141,2026-03-13 15:32:31.686,NSE_INDEX|Nifty 50,1773373570096,2026-03-13 09:16:10,23469.35,23445.88,23492.82,141,0.0,0.0,0.0,,None
142,2026-03-13 15:32:31.686,NSE_INDEX|Nifty 50,1773373570117,2026-03-13 09:16:10,23469.35,23445.88,23492.82,142,0.0,0.0,0.0,,None
143,2026-03-13 15:32:31.686,NSE_INDEX|Nifty 50,1773373570127,2026-03-13 09:16:10,23469.35,23445.88,23492.82,143,0.0,0.0,0.0,,None
144,2026-03-13 15:32:31.687,NSE_INDEX|Nifty 50,1773373570153,2026-03-13 09:16:10,23469.35,23445.88,23492.82,144,0.0,0.0,0.0,,None
145,2026-03-13 15:32:31.687,NSE_INDEX|Nifty 50,1773373570163,2026-03-13 09:16:10,23469.35,23445.88,23492.82,145,0.0,0.0,0.0,,None
146,2026-03-13 15:32:31.687,NSE_INDEX|Nifty 50,1773373570169,2026-03-13 09:16:10,23469.35,23445.88,23492.82,146,0.0,0.0,0.0,,None
147,2026-03-13 15:32:31.688,NSE_INDEX|Nifty 50,1773373570179,2026-03-13 09:16:10,23469.35,23445.88,23492.82,147,0.0,0.0,0.0,,None
148,2026-03-13 15:32:31.688,NSE_INDEX|Nifty 50,1773373570195,2026-03-13 09:16:10,23469.35,23445.88,23492.82,148,0.0,0.0,0.0,,None
149,2026-03-13 15:32:31.688,NSE_INDEX|Nifty 50,1773373570501,2026-03-13 09:16:10,23470.0,23446.53,23493.47,149,0.0,0.0,0.0,,None
150,2026-03-13 15:32:31.688,NSE_INDEX|Nifty 50,1773373570654,2026-03-13 09:16:10,23470.0,23446.53,23493.47,150,0.0,0.0,0.0,,None
151,2026-03-13 15:32:31.689,NSE_INDEX|Nifty 50,1773373570660,2026-03-13 09:16:10,23470.0,23446.53,23493.47,151,0.0,0.0,0.0,,None
152,2026-03-13 15:32:31.689,NSE_INDEX|Nifty 50,1773373571248,2026-03-13 09:16:11,23466.85,23443.38,23490.32,152,0.0,0.0,0.0,,None
153,2026-03-13 15:32:31.689,NSE_INDEX|Nifty 50,1773373571274,2026-03-13 09:16:11,23466.85,23443.38,23490.32,153,0.0,0.0,0.0,,None
154,2026-03-13 15:32:31.690,NSE_INDEX|Nifty 50,1773373571290,2026-03-13 09:16:11,23466.85,23443.38,23490.32,154,0.0,0.0,0.0,,None
155,2026-03-13 15:32:31.690,NSE_INDEX|Nifty 50,1773373571295,2026-03-13 09:16:11,23466.85,23443.38,23490.32,155,0.0,0.0,0.0,,None
156,2026-03-13 15:32:31.690,NSE_INDEX|Nifty 50,1773373571301,2026-03-13 09:16:11,23466.85,23443.38,23490.32,156,0.0,0.0,0.0,,None
157,2026-03-13 15:32:31.690,NSE_INDEX|Nifty 50,1773373571306,2026-03-13 09:16:11,23466.85,23443.38,23490.32,157,0.0,0.0,0.0,,None
158,2026-03-13 15:32:31.691,NSE_INDEX|Nifty 50,1773373571443,2026-03-13 09:16:11,23466.65,23443.18,23490.12,158,0.0,0.0,0.0,,None
159,2026-03-13 15:32:31.691,NSE_INDEX|Nifty 50,1773373571627,2026-03-13 09:16:11,23466.65,23443.18,23490.12,159,0.0,0.0,0.0,,None
160,2026-03-13 15:32:31.691,NSE_INDEX|Nifty 50,1773373571632,2026-03-13 09:16:11,23466.65,23443.18,23490.12,160,0.0,0.0,0.0,,None
161,2026-03-13 15:32:31.692,NSE_INDEX|Nifty 50,1773373571638,2026-03-13 09:16:11,23466.65,23443.18,23490.12,161,0.0,0.0,0.0,,None
162,2026-03-13 15:32:31.692,NSE_INDEX|Nifty 50,1773373571654,2026-03-13 09:16:11,23466.65,23443.18,23490.12,162,0.0,0.0,0.0,,None
163,2026-03-13 15:32:31.692,NSE_INDEX|Nifty 50,1773373571659,2026-03-13 09:16:11,23466.65,23443.18,23490.12,163,0.0,0.0,0.0,,None
164,2026-03-13 15:32:31.693,NSE_INDEX|Nifty 50,1773373571670,2026-03-13 09:16:11,23466.65,23443.18,23490.12,164,0.0,0.0,0.0,,None
165,2026-03-13 15:32:31.693,NSE_INDEX|Nifty 50,1773373571675,2026-03-13 09:16:11,23466.65,23443.18,23490.12,165,0.0,0.0,0.0,,None
