ts,instrument,strike,expiry,ltp,oi
2026-01-09 09:15:00+05:30,NIFTY2612025850CE,25850.0,2026-01-20,218.2,106665.0
2026-01-09 09:15:01+05:30,NIFTY2612025850CE,25850.0,2026-01-20,218.2,106665.0
2026-01-09 09:15:02+05:30,NIFTY2612025850CE,25850.0,2026-01-20,218.2,106665.0
2026-01-09 09:15:03+05:30,NIFTY2612025850CE,25850.0,2026-01-20,218.2,106665.0
2026-01-09 09:15:04+05:30,NIFTY2612025850CE,25850.0,2026-01-20,218.2,106665.0
2026-01-09 09:15:05+05:30,NIFTY2612025850CE,25850.0,2026-01-20,218.2,106665.0
2026-01-09 09:15:06+05:30,NIFTY2612025850CE,25850.0,2026-01-20,218.2,106665.0
2026-01-09 09:15:07+05:30,NIFTY2612025850CE,25850.0,2026-01-20,218.2,106665.0
2026-01-09 09:15:08+05:30,NIFTY2612025850CE,25850.0,2026-01-20,218.2,106665.0
2026-01-09 09:15:09+05:30,NIFTY2612025850CE,25850.0,2026-01-20,218.2,106665.0
2026-01-09 09:15:10+05:30,NIFTY2612025850CE,25850.0,2026-01-20,218.2,106665.0
2026-01-09 09:15:11+05:30,NIFTY2612025850CE,25850.0,2026-01-20,215.2,106665.0
2026-01-09 09:15:12+05:30,NIFTY2612025850CE,25850.0,2026-01-20,215.2,106665.0
2026-01-09 09:15:13+05:30,NIFTY2612025850CE,25850.0,2026-01-20,219.95,106665.0
2026-01-09 09:15:14+05:30,NIFTY2612025850CE,25850.0,2026-01-20,219.95,106665.0
2026-01-09 09:15:15+05:30,NIFTY2612025850CE,25850.0,2026-01-20,220.85,106665.0
2026-01-09 09:15:16+05:30,NIFTY2612025850CE,25850.0,2026-01-20,220.85,106665.0
2026-01-09 09:15:17+05:30,NIFTY2612025850CE,25850.0,2026-01-20,220.4,106665.0
2026-01-09 09:15:18+05:30,NIFTY2612025850CE,25850.0,2026-01-20,220.4,106665.0
2026-01-09 09:15:19+05:30,NIFTY2612025850CE,25850.0,2026-01-20,222.9,106665.0
2026-01-09 09:15:20+05:30,NIFTY2612025850CE,25850.0,2026-01-20,222.9,106665.0
2026-01-09 09:15:21+05:30,NIFTY2612025850CE,25850.0,2026-01-20,221.9,106665.0
2026-01-09 09:15:22+05:30,NIFTY2612025850CE,25850.0,2026-01-20,221.9,106665.0
2026-01-09 09:15:23+05:30,NIFTY2612025850CE,25850.0,2026-01-20,225.65,106665.0
2026-01-09 09:15:24+05:30,NIFTY2612025850CE,25850.0,2026-01-20,225.65,106665.0
2026-01-09 09:15:25+05:30,NIFTY2612025850CE,25850.0,2026-01-20,225.5,106665.0
2026-01-09 09:15:26+05:30,NIFTY2612025850CE,25850.0,2026-01-20,229.85,106665.0
2026-01-09 09:15:27+05:30,NIFTY2612025850CE,25850.0,2026-01-20,229.85,106665.0
2026-01-09 09:15:28+05:30,NIFTY2612025850CE,25850.0,2026-01-20,232.15,106665.0
2026-01-09 09:15:29+05:30,NIFTY2612025850CE,25850.0,2026-01-20,232.15,106665.0
2026-01-09 09:15:30+05:30,NIFTY2612025850CE,25850.0,2026-01-20,229.8,106665.0
2026-01-09 09:15:31+05:30,NIFTY2612025850CE,25850.0,2026-01-20,229.8,106665.0
2026-01-09 09:15:32+05:30,NIFTY2612025850CE,25850.0,2026-01-20,231.8,106665.0
2026-01-09 09:15:33+05:30,NIFTY2612025850CE,25850.0,2026-01-20,232.95,106665.0
2026-01-09 09:15:34+05:30,NIFTY2612025850CE,25850.0,2026-01-20,232.95,106665.0
2026-01-09 09:15:35+05:30,NIFTY2612025850CE,25850.0,2026-01-20,232.85,106665.0
2026-01-09 09:15:36+05:30,NIFTY2612025850CE,25850.0,2026-01-20,232.85,106665.0
2026-01-09 09:15:37+05:30,NIFTY2612025850CE,25850.0,2026-01-20,235.0,106665.0
2026-01-09 09:15:38+05:30,NIFTY2612025850CE,25850.0,2026-01-20,235.6,106665.0
2026-01-09 09:15:39+05:30,NIFTY2612025850CE,25850.0,2026-01-20,233.15,106665.0
2026-01-09 09:15:40+05:30,NIFTY2612025850CE,25850.0,2026-01-20,233.8,106665.0
2026-01-09 09:15:41+05:30,NIFTY2612025850CE,25850.0,2026-01-20,234.8,106665.0
2026-01-09 09:15:42+05:30,NIFTY2612025850CE,25850.0,2026-01-20,234.05,106665.0
2026-01-09 09:15:43+05:30,NIFTY2612025850CE,25850.0,2026-01-20,234.2,106665.0
2026-01-09 09:15:44+05:30,NIFTY2612025850CE,25850.0,2026-01-20,234.2,106665.0
2026-01-09 09:15:45+05:30,NIFTY2612025850CE,25850.0,2026-01-20,233.05,106665.0
2026-01-09 09:15:46+05:30,NIFTY2612025850CE,25850.0,2026-01-20,230.9,106665.0
2026-01-09 09:15:47+05:30,NIFTY2612025850CE,25850.0,2026-01-20,232.85,106665.0
