ts,instrument,strike,expiry,ltp,oi
2026-01-09 09:15:00+05:30,NIFTY2612025500PE,25500.0,2026-01-20,36.75,747110.0
2026-01-09 09:15:01+05:30,NIFTY2612025500PE,25500.0,2026-01-20,36.75,747110.0
2026-01-09 09:15:02+05:30,NIFTY2612025500PE,25500.0,2026-01-20,36.75,747110.0
2026-01-09 09:15:03+05:30,NIFTY2612025500PE,25500.0,2026-01-20,36.75,747110.0
2026-01-09 09:15:04+05:30,NIFTY2612025500PE,25500.0,2026-01-20,36.75,747110.0
2026-01-09 09:15:05+05:30,NIFTY2612025500PE,25500.0,2026-01-20,36.75,747110.0
2026-01-09 09:15:06+05:30,NIFTY2612025500PE,25500.0,2026-01-20,36.75,747110.0
2026-01-09 09:15:07+05:30,NIFTY2612025500PE,25500.0,2026-01-20,36.75,747110.0
2026-01-09 09:15:08+05:30,NIFTY2612025500PE,25500.0,2026-01-20,36.25,747110.0
2026-01-09 09:15:09+05:30,NIFTY2612025500PE,25500.0,2026-01-20,36.25,747110.0
2026-01-09 09:15:10+05:30,NIFTY2612025500PE,25500.0,2026-01-20,34.95,747110.0
2026-01-09 09:15:11+05:30,NIFTY2612025500PE,25500.0,2026-01-20,35.8,747110.0
2026-01-09 09:15:12+05:30,NIFTY2612025500PE,25500.0,2026-01-20,35.8,747110.0
2026-01-09 09:15:13+05:30,NIFTY2612025500PE,25500.0,2026-01-20,35.2,747110.0
2026-01-09 09:15:14+05:30,NIFTY2612025500PE,25500.0,2026-01-20,35.2,747110.0
2026-01-09 09:15:15+05:30,NIFTY2612025500PE,25500.0,2026-01-20,35.0,747110.0
2026-01-09 09:15:16+05:30,NIFTY2612025500PE,25500.0,2026-01-20,35.0,747110.0
2026-01-09 09:15:17+05:30,NIFTY2612025500PE,25500.0,2026-01-20,35.5,747110.0
2026-01-09 09:15:18+05:30,NIFTY2612025500PE,25500.0,2026-01-20,35.5,747110.0
2026-01-09 09:15:19+05:30,NIFTY2612025500PE,25500.0,2026-01-20,34.25,747110.0
2026-01-09 09:15:20+05:30,NIFTY2612025500PE,25500.0,2026-01-20,34.25,747110.0
2026-01-09 09:15:21+05:30,NIFTY2612025500PE,25500.0,2026-01-20,34.6,747110.0
2026-01-09 09:15:22+05:30,NIFTY2612025500PE,25500.0,2026-01-20,34.6,747110.0
