ts,instrument,strike,expiry,ltp,oi
2026-01-05 09:15:00+05:30,NIFTY2611326150PE,26150.0,2026-01-13,51.05,505050.0
2026-01-05 09:15:01+05:30,NIFTY2611326150PE,26150.0,2026-01-13,51.05,505050.0
2026-01-05 09:15:02+05:30,NIFTY2611326150PE,26150.0,2026-01-13,51.05,505050.0
2026-01-05 09:15:03+05:30,NIFTY2611326150PE,26150.0,2026-01-13,51.05,505050.0
2026-01-05 09:15:04+05:30,NIFTY2611326150PE,26150.0,2026-01-13,51.05,505050.0
2026-01-05 09:15:05+05:30,NIFTY2611326150PE,26150.0,2026-01-13,51.05,505050.0
2026-01-05 09:15:06+05:30,NIFTY2611326150PE,26150.0,2026-01-13,51.05,505050.0
2026-01-05 09:15:07+05:30,NIFTY2611326150PE,26150.0,2026-01-13,51.05,505050.0
2026-01-05 09:15:08+05:30,NIFTY2611326150PE,26150.0,2026-01-13,51.05,505050.0
2026-01-05 09:15:09+05:30,NIFTY2611326150PE,26150.0,2026-01-13,51.05,505050.0
2026-01-05 09:15:10+05:30,NIFTY2611326150PE,26150.0,2026-01-13,51.05,505050.0
2026-01-05 09:15:11+05:30,NIFTY2611326150PE,26150.0,2026-01-13,49.6,505050.0
2026-01-05 09:15:12+05:30,NIFTY2611326150PE,26150.0,2026-01-13,49.6,505050.0
2026-01-05 09:15:13+05:30,NIFTY2611326150PE,26150.0,2026-01-13,51.7,505050.0
2026-01-05 09:15:14+05:30,NIFTY2611326150PE,26150.0,2026-01-13,51.7,505050.0
2026-01-05 09:15:15+05:30,NIFTY2611326150PE,26150.0,2026-01-13,49.2,505050.0
2026-01-05 09:15:16+05:30,NIFTY2611326150PE,26150.0,2026-01-13,49.2,505050.0
2026-01-05 09:15:17+05:30,NIFTY2611326150PE,26150.0,2026-01-13,49.2,505050.0
2026-01-05 09:15:18+05:30,NIFTY2611326150PE,26150.0,2026-01-13,49.2,505050.0
2026-01-05 09:15:19+05:30,NIFTY2611326150PE,26150.0,2026-01-13,49.2,505050.0
2026-01-05 09:15:20+05:30,NIFTY2611326150PE,26150.0,2026-01-13,49.2,505050.0
2026-01-05 09:15:21+05:30,NIFTY2611326150PE,26150.0,2026-01-13,48.8,505050.0
2026-01-05 09:15:22+05:30,NIFTY2611326150PE,26150.0,2026-01-13,48.8,505050.0
2026-01-05 09:15:23+05:30,NIFTY2611326150PE,26150.0,2026-01-13,49.7,505050.0
2026-01-05 09:15:24+05:30,NIFTY2611326150PE,26150.0,2026-01-13,49.7,505050.0
2026-01-05 09:15:25+05:30,NIFTY2611326150PE,26150.0,2026-01-13,50.2,505050.0
2026-01-05 09:15:26+05:30,NIFTY2611326150PE,26150.0,2026-01-13,50.2,505050.0
2026-01-05 09:15:27+05:30,NIFTY2611326150PE,26150.0,2026-01-13,50.2,505050.0
2026-01-05 09:15:28+05:30,NIFTY2611326150PE,26150.0,2026-01-13,50.35,505050.0
2026-01-05 09:15:29+05:30,NIFTY2611326150PE,26150.0,2026-01-13,50.9,505050.0
2026-01-05 09:15:30+05:30,NIFTY2611326150PE,26150.0,2026-01-13,51.35,505050.0
2026-01-05 09:15:31+05:30,NIFTY2611326150PE,26150.0,2026-01-13,51.7,505050.0
2026-01-05 09:15:32+05:30,NIFTY2611326150PE,26150.0,2026-01-13,51.45,505050.0
2026-01-05 09:15:33+05:30,NIFTY2611326150PE,26150.0,2026-01-13,52.6,505050.0
2026-01-05 09:15:34+05:30,NIFTY2611326150PE,26150.0,2026-01-13,52.4,505050.0
2026-01-05 09:15:35+05:30,NIFTY2611326150PE,26150.0,2026-01-13,52.7,505050.0
2026-01-05 09:15:36+05:30,NIFTY2611326150PE,26150.0,2026-01-13,52.95,505050.0
2026-01-05 09:15:37+05:30,NIFTY2611326150PE,26150.0,2026-01-13,52.5,505050.0
2026-01-05 09:15:38+05:30,NIFTY2611326150PE,26150.0,2026-01-13,52.9,505050.0
2026-01-05 09:15:39+05:30,NIFTY2611326150PE,26150.0,2026-01-13,53.1,505050.0
2026-01-05 09:15:40+05:30,NIFTY2611326150PE,26150.0,2026-01-13,52.7,505050.0
2026-01-05 09:15:41+05:30,NIFTY2611326150PE,26150.0,2026-01-13,52.75,505050.0
2026-01-05 09:15:42+05:30,NIFTY2611326150PE,26150.0,2026-01-13,53.15,505050.0
2026-01-05 09:15:43+05:30,NIFTY2611326150PE,26150.0,2026-01-13,53.6,505050.0
2026-01-05 09:15:44+05:30,NIFTY2611326150PE,26150.0,2026-01-13,53.1,505050.0
2026-01-05 09:15:45+05:30,NIFTY2611326150PE,26150.0,2026-01-13,53.15,505050.0
2026-01-05 09:15:46+05:30,NIFTY2611326150PE,26150.0,2026-01-13,53.7,505050.0
2026-01-05 09:15:47+05:30,NIFTY2611326150PE,26150.0,2026-01-13,54.5,505050.0
2026-01-05 09:15:48+05:30,NIFTY2611326150PE,26150.0,2026-01-13,54.5,505050.0
2026-01-05 09:15:49+05:30,NIFTY2611326150PE,26150.0,2026-01-13,53.95,505050.0
2026-01-05 09:15:50+05:30,NIFTY2611326150PE,26150.0,2026-01-13,55.1,505050.0
2026-01-05 09:15:51+05:30,NIFTY2611326150PE,26150.0,2026-01-13,54.85,505050.0
2026-01-05 09:15:52+05:30,NIFTY2611326150PE,26150.0,2026-01-13,54.7,505050.0
2026-01-05 09:15:53+05:30,NIFTY2611326150PE,26150.0,2026-01-13,54.65,505050.0
