ts,instrument,strike,expiry,ltp,oi
2026-01-05 09:15:00+05:30,NIFTY2610626000CE,26000.0,2026-01-06,372.8,3155620.0
2026-01-05 09:15:01+05:30,NIFTY2610626000CE,26000.0,2026-01-06,372.8,3155620.0
2026-01-05 09:15:02+05:30,NIFTY2610626000CE,26000.0,2026-01-06,372.8,3155620.0
2026-01-05 09:15:03+05:30,NIFTY2610626000CE,26000.0,2026-01-06,372.8,3155620.0
2026-01-05 09:15:04+05:30,NIFTY2610626000CE,26000.0,2026-01-06,372.8,3155620.0
2026-01-05 09:15:05+05:30,NIFTY2610626000CE,26000.0,2026-01-06,372.8,3155620.0
2026-01-05 09:15:06+05:30,NIFTY2610626000CE,26000.0,2026-01-06,372.8,3155620.0
2026-01-05 09:15:07+05:30,NIFTY2610626000CE,26000.0,2026-01-06,372.8,3155620.0
2026-01-05 09:15:08+05:30,NIFTY2610626000CE,26000.0,2026-01-06,372.8,3155620.0
2026-01-05 09:15:09+05:30,NIFTY2610626000CE,26000.0,2026-01-06,372.8,3155620.0
2026-01-05 09:15:10+05:30,NIFTY2610626000CE,26000.0,2026-01-06,372.8,3155620.0
2026-01-05 09:15:11+05:30,NIFTY2610626000CE,26000.0,2026-01-06,372.8,3155620.0
2026-01-05 09:15:12+05:30,NIFTY2610626000CE,26000.0,2026-01-06,372.8,3155620.0
2026-01-05 09:15:13+05:30,NIFTY2610626000CE,26000.0,2026-01-06,374.8,3155620.0
2026-01-05 09:15:14+05:30,NIFTY2610626000CE,26000.0,2026-01-06,375.0,3155620.0
2026-01-05 09:15:15+05:30,NIFTY2610626000CE,26000.0,2026-01-06,375.0,3155620.0
2026-01-05 09:15:16+05:30,NIFTY2610626000CE,26000.0,2026-01-06,383.5,3155620.0
2026-01-05 09:15:17+05:30,NIFTY2610626000CE,26000.0,2026-01-06,383.5,3155620.0
2026-01-05 09:15:18+05:30,NIFTY2610626000CE,26000.0,2026-01-06,383.5,3155620.0
2026-01-05 09:15:19+05:30,NIFTY2610626000CE,26000.0,2026-01-06,384.5,3155620.0
2026-01-05 09:15:20+05:30,NIFTY2610626000CE,26000.0,2026-01-06,384.5,3155620.0
2026-01-05 09:15:21+05:30,NIFTY2610626000CE,26000.0,2026-01-06,384.5,3155620.0
2026-01-05 09:15:22+05:30,NIFTY2610626000CE,26000.0,2026-01-06,383.0,3155620.0
2026-01-05 09:15:23+05:30,NIFTY2610626000CE,26000.0,2026-01-06,383.0,3155620.0
2026-01-05 09:15:24+05:30,NIFTY2610626000CE,26000.0,2026-01-06,379.7,3155620.0
2026-01-05 09:15:25+05:30,NIFTY2610626000CE,26000.0,2026-01-06,379.7,3155620.0
2026-01-05 09:15:26+05:30,NIFTY2610626000CE,26000.0,2026-01-06,379.7,3155620.0
2026-01-05 09:15:27+05:30,NIFTY2610626000CE,26000.0,2026-01-06,375.8,3155620.0
2026-01-05 09:15:28+05:30,NIFTY2610626000CE,26000.0,2026-01-06,374.3,3155620.0
2026-01-05 09:15:29+05:30,NIFTY2610626000CE,26000.0,2026-01-06,374.85,3155620.0
2026-01-05 09:15:30+05:30,NIFTY2610626000CE,26000.0,2026-01-06,375.5,3155620.0
2026-01-05 09:15:31+05:30,NIFTY2610626000CE,26000.0,2026-01-06,372.15,3155620.0
